0,0,0,0,0,0.453442581,0.133363736,0.043613098,0.369580585,0
0,0,0,0,0,0.003471863,0.251253221,0.059569854,0.685705062,0
0,0,0,0,0,0.02376582,0.169475819,0.163880087,0.642878273,0
0,0,0,0,0,0.049681446,0.11005513,0.116672512,0.723590912,0
0,0,0,0,0,0,0,0,0,1.6
0.453442581,0.003471863,0.02376582,0.049681446,0,0,0,0,0,0
0.133363736,0.251253221,0.169475819,0.11005513,0,0,0,0,0,0
0.043613098,0.059569854,0.163880087,0.116672512,0,0,0,0,0,0
0.369580585,0.685705062,0.642878273,0.723590912,0,0,0,0,0,0
0,0,0,0,1.6,0,0,0,0,0
