0,0,0,0,0,0.351616124,0.18362041,0.048532019,0.416231447,0
0,0,0,0,0,0.003249391,0.274290962,0.061173313,0.661286335,0
0,0,0,0,0,0.010587117,0.194755749,0.184964195,0.609692939,0
0,0,0,0,0,0.044882424,0.110114561,0.107212843,0.737790172,0
0,0,0,0,0,0,0,0,0,1.6
0.351616124,0.003249391,0.010587117,0.044882424,0,0,0,0,0,0
0.18362041,0.274290962,0.194755749,0.110114561,0,0,0,0,0,0
0.048532019,0.061173313,0.184964195,0.107212843,0,0,0,0,0,0
0.416231447,0.661286335,0.609692939,0.737790172,0,0,0,0,0,0
0,0,0,0,1.6,0,0,0,0,0
