0,0,0,0,0,0.264180391,0.196790588,0.065698787,0.473330234,0
0,0,0,0,0,0.003411284,0.286996723,0.082050361,0.627541631,0
0,0,0,0,0,0.006053059,0.225525249,0.240234833,0.528186859,0
0,0,0,0,0,0.043261335,0.143091747,0.103585788,0.710061129,0
0,0,0,0,0,0,0,0,0,1.6
0.264180391,0.003411284,0.006053059,0.043261335,0,0,0,0,0,0
0.196790588,0.286996723,0.225525249,0.143091747,0,0,0,0,0,0
0.065698787,0.082050361,0.240234833,0.103585788,0,0,0,0,0,0
0.473330234,0.627541631,0.528186859,0.710061129,0,0,0,0,0,0
0,0,0,0,1.6,0,0,0,0,0
