0,0,0,0,0,0.286980286,0.208118511,0.05457315,0.450328054,0
0,0,0,0,0,0.003677477,0.286757663,0.069701013,0.639863848,0
0,0,0,0,0,0.006271568,0.23173497,0.222990255,0.539003207,0
0,0,0,0,0,0.04352359,0.133699918,0.087786797,0.734989695,0
0,0,0,0,0,0,0,0,0,1.6
0.286980286,0.003677477,0.006271568,0.04352359,0,0,0,0,0,0
0.208118511,0.286757663,0.23173497,0.133699918,0,0,0,0,0,0
0.05457315,0.069701013,0.222990255,0.087786797,0,0,0,0,0,0
0.450328054,0.639863848,0.539003207,0.734989695,0,0,0,0,0,0
0,0,0,0,1.6,0,0,0,0,0
