0,0,0,0,0,0.42807291,0.155603179,0.043234135,0.373089777,0
0,0,0,0,0,0.003410921,0.262577772,0.06051227,0.673499037,0
0,0,0,0,0,0.018667951,0.176330473,0.173598206,0.63140337,0
0,0,0,0,0,0.046444265,0.099478119,0.116733209,0.737344408,0
0,0,0,0,0,0,0,0,0,1.6
0.42807291,0.003410921,0.018667951,0.046444265,0,0,0,0,0,0
0.155603179,0.262577772,0.176330473,0.099478119,0,0,0,0,0,0
0.043234135,0.06051227,0.173598206,0.116733209,0,0,0,0,0,0
0.373089777,0.673499037,0.63140337,0.737344408,0,0,0,0,0,0
0,0,0,0,1.6,0,0,0,0,0
