0,0,0,0,0,0.402082052,0.167996197,0.046297102,0.383624649,0
0,0,0,0,0,0.003264817,0.270180231,0.05989939,0.666655562,0
0,0,0,0,0,0.014369327,0.179425048,0.181144803,0.625060823,0
0,0,0,0,0,0.044793202,0.097823558,0.111759743,0.745623497,0
0,0,0,0,0,0,0,0,0,1.6
0.402082052,0.003264817,0.014369327,0.044793202,0,0,0,0,0,0
0.167996197,0.270180231,0.179425048,0.097823558,0,0,0,0,0,0
0.046297102,0.05989939,0.181144803,0.111759743,0,0,0,0,0,0
0.383624649,0.666655562,0.625060823,0.745623497,0,0,0,0,0,0
0,0,0,0,1.6,0,0,0,0,0
