0,0,0,0,0,0.444623896,0.140789383,0.039846643,0.374740078,0
0,0,0,0,0,0.003585101,0.252877684,0.059858388,0.683678826,0
0,0,0,0,0,0.022540287,0.173579147,0.155993936,0.64788663,0
0,0,0,0,0,0.047536647,0.106531563,0.117266398,0.728665392,0
0,0,0,0,0,0,0,0,0,1.6
0.444623896,0.003585101,0.022540287,0.047536647,0,0,0,0,0,0
0.140789383,0.252877684,0.173579147,0.106531563,0,0,0,0,0,0
0.039846643,0.059858388,0.155993936,0.117266398,0,0,0,0,0,0
0.374740078,0.683678826,0.64788663,0.728665392,0,0,0,0,0,0
0,0,0,0,1.6,0,0,0,0,0
