0,0,0,0,0,0.487138412,0.109659645,0.043204258,0.359997685,0
0,0,0,0,0,0.003291291,0.238971236,0.058714281,0.699023192,0
0,0,0,0,0,0.029587029,0.193963534,0.17510236,0.601347078,0
0,0,0,0,0,0.050109315,0.135606069,0.118192505,0.696092111,0
0,0,0,0,0,0,0,0,0,1.6
0.487138412,0.003291291,0.029587029,0.050109315,0,0,0,0,0,0
0.109659645,0.238971236,0.193963534,0.135606069,0,0,0,0,0,0
0.043204258,0.058714281,0.17510236,0.118192505,0,0,0,0,0,0
0.359997685,0.699023192,0.601347078,0.696092111,0,0,0,0,0,0
0,0,0,0,1.6,0,0,0,0,0
