0,0,0,0,0,0.473694573,0.125228633,0.040527046,0.360549748,0
0,0,0,0,0,0.00365771,0.2458461,0.059602689,0.690893501,0
0,0,0,0,0,0.025338286,0.170902515,0.16979235,0.633966849,0
0,0,0,0,0,0.049618963,0.114395824,0.117490656,0.718494556,0
0,0,0,0,0,0,0,0,0,1.6
0.473694573,0.00365771,0.025338286,0.049618963,0,0,0,0,0,0
0.125228633,0.2458461,0.170902515,0.114395824,0,0,0,0,0,0
0.040527046,0.059602689,0.16979235,0.117490656,0,0,0,0,0,0
0.360549748,0.690893501,0.633966849,0.718494556,0,0,0,0,0,0
0,0,0,0,1.6,0,0,0,0,0
