0,0,0,0,0,0.413292961,0.165446724,0.044633265,0.37662705,0
0,0,0,0,0,0.003448074,0.264460767,0.061154519,0.67093664,0
0,0,0,0,0,0.016463088,0.172826586,0.181364772,0.629345554,0
0,0,0,0,0,0.045752962,0.09768463,0.114317799,0.742244609,0
0,0,0,0,0,0,0,0,0,1.6
0.413292961,0.003448074,0.016463088,0.045752962,0,0,0,0,0,0
0.165446724,0.264460767,0.172826586,0.09768463,0,0,0,0,0,0
0.044633265,0.061154519,0.181364772,0.114317799,0,0,0,0,0,0
0.37662705,0.67093664,0.629345554,0.742244609,0,0,0,0,0,0
0,0,0,0,1.6,0,0,0,0,0
