0,0,0,0,0,0.277919468,0.211929399,0.057557423,0.452593709,0
0,0,0,0,0,0.003618073,0.286621956,0.071302506,0.638457466,0
0,0,0,0,0,0.006337538,0.228614037,0.234596501,0.530451923,0
0,0,0,0,0,0.043085235,0.137152965,0.091896712,0.727865088,0
0,0,0,0,0,0,0,0,0,1.6
0.277919468,0.003618073,0.006337538,0.043085235,0,0,0,0,0,0
0.211929399,0.286621956,0.228614037,0.137152965,0,0,0,0,0,0
0.057557423,0.071302506,0.234596501,0.091896712,0,0,0,0,0,0
0.452593709,0.638457466,0.530451923,0.727865088,0,0,0,0,0,0
0,0,0,0,1.6,0,0,0,0,0
