0,0,0,0,0,0.318124969,0.200874861,0.048073958,0.432926212,0
0,0,0,0,0,0.003176689,0.278537857,0.060934669,0.657350786,0
0,0,0,0,0,0.010327701,0.206079281,0.181858897,0.601734122,0
0,0,0,0,0,0.045850735,0.116708605,0.099341098,0.738099562,0
0,0,0,0,0,0,0,0,0,1.6
0.318124969,0.003176689,0.010327701,0.045850735,0,0,0,0,0,0
0.200874861,0.278537857,0.206079281,0.116708605,0,0,0,0,0,0
0.048073958,0.060934669,0.181858897,0.099341098,0,0,0,0,0,0
0.432926212,0.657350786,0.601734122,0.738099562,0,0,0,0,0,0
0,0,0,0,1.6,0,0,0,0,0
