0,0,0,0,0,0.296693062,0.209781069,0.052240387,0.441285482,0
0,0,0,0,0,0.00365807,0.286327131,0.066842919,0.643171879,0
0,0,0,0,0,0.007171462,0.227724148,0.203812559,0.56129183,0
0,0,0,0,0,0.044604842,0.131202969,0.083583723,0.740608465,0
0,0,0,0,0,0,0,0,0,1.6
0.296693062,0.00365807,0.007171462,0.044604842,0,0,0,0,0,0
0.209781069,0.286327131,0.227724148,0.131202969,0,0,0,0,0,0
0.052240387,0.066842919,0.203812559,0.083583723,0,0,0,0,0,0
0.441285482,0.643171879,0.56129183,0.740608465,0,0,0,0,0,0
0,0,0,0,1.6,0,0,0,0,0
