0,0,0,0,0,0.302917431,0.210873978,0.051127668,0.435080924,0
0,0,0,0,0,0.003112448,0.276933794,0.062323072,0.657630686,0
0,0,0,0,0,0.009935226,0.206494852,0.181796066,0.601773856,0
0,0,0,0,0,0.044224089,0.115317371,0.092181799,0.748276741,0
0,0,0,0,0,0,0,0,0,1.6
0.302917431,0.003112448,0.009935226,0.044224089,0,0,0,0,0,0
0.210873978,0.276933794,0.206494852,0.115317371,0,0,0,0,0,0
0.051127668,0.062323072,0.181796066,0.092181799,0,0,0,0,0,0
0.435080924,0.657630686,0.601773856,0.748276741,0,0,0,0,0,0
0,0,0,0,1.6,0,0,0,0,0
